ymd	sime	jyocd	raceno	description	pattern	bettype	predict_rank123	result_rank123	bet_kumiban	bet_odds	bet_oddsrank	result_kumiban	result_odds	result_oddsrank	result_amt	hity	hitn	betamt	hitamt
20180529	1521	01	1	0013	1_B1	1T	135	315	1	0.00	0	3	5.69	0	570	0	1	100	0
20180529	1642	01	4	0013	1_B1	1T	135	346	1	0.00	0	3	5.69	0	570	0	1	100	0
20180529	1709	01	5	0013	1_B1	1T	126	216	1	0.00	0	2	8.30	0	830	0	1	100	0
20180527	1328	17	6	0013	1_B1	1T	143	143	1	0.00	0	1	5.09	0	510	1	0	100	510
20180527	1359	17	7	0013	1_B1	1T	122	134	1	0.00	0	1	4.40	0	440	1	0	100	440
20180527	1543	07	2	0013	1_B1	1T	134	135	1	0.00	0	1	2.20	0	220	1	0	100	220
20180527	1635	07	4	0013	1_B1	1T	146	162	1	0.00	0	1	1.89	0	190	1	0	100	190
20180528	1122	21	6	0013	1_B1	1T	144	214	1	0.00	0	2	2.90	0	290	0	1	100	0
20180528	1147	05	2	0013	1_B1	1T	112	654	1	0.00	0	6	15.10	0	1510	0	1	100	0
20180528	1154	21	7	0013	1_B1	1T	115	123	1	0.00	0	1	1.10	0	110	1	0	100	110
20180528	1214	05	3	0013	1_B1	1T	153	124	1	0.00	0	1	2.20	0	220	1	0	100	220
20180528	1242	05	4	0013	1_B1	1T	135	314	1	0.00	0	3	2.70	0	270	0	1	100	0
20180528	1301	21	9	0013	1_B1	1T	126	132	1	0.00	0	1	1.10	0	110	1	0	100	110
20180528	1539	12	2	0013	1_B1	1T	115	314	1	0.00	0	3	2.50	0	250	0	1	100	0
20180528	1603	24	7	0013	1_B1	1T	114	134	1	0.00	0	1	1.60	0	160	1	0	100	160
20180528	1640	24	8	0013	1_B1	1T	133	615	1	0.00	0	6	8.00	0	800	0	1	100	0
20180528	1726	12	6	0013	1_B1	1T	113	134	1	0.00	0	1	1.89	0	190	1	0	100	190
20180528	1752	12	7	0013	1_B1	1T	116	451	1	0.00	0	4	1.60	0	160	0	1	100	0
20180529	1548	01	2	0013	1_B1	1T	114	136	1	0.00	0	1	2.20	0	220	1	0	100	220
20180529	1615	01	3	0013	1_B1	1T	145	415	1	0.00	0	4	27.39	0	2740	0	1	100	0
20180531	1654	14	9	0013	1_B1	1T	146	413	1	0.00	0	4	3.20	0	320	0	1	100	0
20180531	1037	13	1	0013	1_B1	1T	134	142	1	0.00	0	1	1.89	0	190	1	0	100	190
20180531	1101	02	1	0013	1_B1	1T	134	124	1	0.00	0	1	2.20	0	220	1	0	100	220
20180531	1126	02	2	0013	1_B1	1T	133	214	1	0.00	0	2	5.40	0	540	0	1	100	0
20180531	1127	13	3	0013	1_B1	1T	115	142	1	0.00	0	1	1.70	0	170	1	0	100	170
20180531	1219	02	4	0013	1_B1	1T	124	215	1	0.00	0	2	3.29	0	330	0	1	100	0
20180531	1221	13	5	0013	1_B1	1T	123	321	1	0.00	0	3	2.20	0	220	0	1	100	0
20180531	1247	02	5	0013	1_B1	1T	123	123	1	0.00	0	1	10.80	0	1080	1	0	100	1080
20180531	1259	14	2	0013	1_B1	1T	112	241	1	0.00	0	2	1.60	0	160	0	1	100	0
20180531	1323	13	7	0013	1_B1	1T	132	354	1	0.00	0	3	2.79	0	280	0	1	100	0
20180531	1357	13	8	0013	1_B1	1T	132	316	1	0.00	0	3	2.59	0	260	0	1	100	0
20180531	1413	14	4	0013	1_B1	1T	115	325	1	0.00	0	3	3.90	0	390	0	1	100	0
20180531	1554	14	7	0013	1_B1	1T	122	135	1	0.00	0	1	1.29	0	130	1	0	100	130
20180531	1625	14	8	0013	1_B1	1T	145	451	1	0.00	0	4	1.00	0	100	0	1	100	0
20180530	1127	18	6	0013	1_B1	1T	124	123	1	0.00	0	1	3.59	0	360	1	0	100	360
20180530	1301	18	9	0013	1_B1	1T	126	154	1	0.00	0	1	2.79	0	280	1	0	100	280
20180531	1723	14	10	0013	1_B1	1T	126	246	1	0.00	0	2	7.80	0	780	0	1	100	0
20180606	1129	17	2	0013	1_B1	1T	114	216	1	0.00	0	2	13.10	0	1310	0	1	100	0
20180601	1148	23	7	0013	1_B1	1T	112	312	1	0.00	0	3	2.50	0	250	0	1	100	0
20180601	1200	11	4	0013	1_B1	1T	114	134	1	0.00	0	1	11.19	0	1120	1	0	100	1120
20180601	1250	23	9	0013	1_B1	1T	116	126	1	0.00	0	1	3.09	0	310	1	0	100	310
20180601	1338	11	7	0013	1_B1	1T	122	132	1	0.00	0	1	1.20	0	120	1	0	100	120
20180601	1411	11	8	0013	1_B1	1T	132	124	1	0.00	0	1	1.60	0	160	1	0	100	160
20180601	1518	11	10	0013	1_B1	1T	124	426	1	0.00	0	4	6.80	0	680	0	1	100	0
20180602	1620	20	3	0013	1_B1	1T	123	316	1	0.00	0	3	4.80	0	480	0	1	100	0
20180602	1649	20	4	0013	1_B1	1T	142	412	1	0.00	0	4	4.30	0	430	0	1	100	0
20180601	1048	23	5	0013	1_B1	1T	115	132	1	0.00	0	1	2.09	0	210	1	0	100	210
20180601	1105	11	2	0013	1_B1	1T	152	314	1	0.00	0	3	13.00	0	1300	0	1	100	0
20180602	1404	08	7	0013	1_B1	1T	125	513	1	0.00	0	5	6.19	0	620	0	1	100	0
20180602	1520	20	1	0013	1_B1	1T	155	152	1	0.00	0	1	1.29	0	130	1	0	100	130
20180602	1550	20	2	0013	1_B1	1T	126	621	1	0.00	0	6	4.30	0	430	0	1	100	0
20180603	1059	09	2	0013	1_B1	1T	125	135	1	0.00	0	1	1.79	0	180	1	0	100	180
20180603	1116	10	6	0013	1_B1	1T	141	542	1	0.00	0	5	2.00	0	200	0	1	100	0
20180603	1126	09	3	0013	1_B1	1T	153	351	1	0.00	0	3	1.89	0	190	0	1	100	0
20180603	1154	09	4	0013	1_B1	1T	132	312	1	0.00	0	3	4.09	0	410	0	1	100	0
20180603	1219	10	8	0013	1_B1	1T	143	435	1	0.00	0	4	5.00	0	500	0	1	100	0
20180603	1251	10	9	0013	1_B1	1T	133	356	1	0.00	0	3	6.69	0	670	0	1	100	0
20180603	1254	09	6	0013	1_B1	1T	123	162	1	0.00	0	1	1.39	0	140	1	0	100	140
20180603	1353	09	8	0013	1_B1	1T	132	132	1	0.00	0	1	4.40	0	440	1	0	100	440
20180605	1053	16	2	0013	1_B1	1T	143	136	1	0.00	0	1	2.20	0	220	1	0	100	220
20180605	1121	16	3	0013	1_B1	1T	123	145	1	0.00	0	1	3.09	0	310	1	0	100	310
20180605	1127	18	6	0013	1_B1	1T	124	142	1	0.00	0	1	1.60	0	160	1	0	100	160
20180605	1149	16	4	0013	1_B1	1T	116	362	1	0.00	0	3	3.70	0	370	0	1	100	0
20180605	1157	18	7	0013	1_B1	1T	144	421	1	0.00	0	4	1.79	0	180	0	1	100	0
20180606	1331	05	6	0013	1_B1	1T	145	124	1	0.00	0	1	3.70	0	370	1	0	100	370
20180606	1359	17	7	0013	1_B1	1T	133	514	1	0.00	0	5	3.90	0	390	0	1	100	0
20180606	1400	05	7	0013	1_B1	1T	126	251	1	0.00	0	2	1.79	0	180	0	1	100	0
20180606	1542	12	2	0013	1_B1	1T	132	124	1	0.00	0	1	1.00	0	100	1	0	100	100
20180606	1543	07	2	0013	1_B1	1T	124	146	1	0.00	0	1	1.89	0	190	1	0	100	190
20180606	1607	12	3	0013	1_B1	1T	113	153	1	0.00	0	1	4.40	0	440	1	0	100	440
20180606	1609	07	3	0013	1_B1	1T	113	125	1	0.00	0	1	4.00	0	400	1	0	100	400
20180606	1633	12	4	0013	1_B1	1T	116	231	1	0.00	0	2	6.30	0	630	0	1	100	0
20180606	1644	24	8	0013	1_B1	1T	132	142	1	0.00	0	1	1.00	0	100	1	0	100	100
20180606	1701	07	5	0013	1_B1	1T	125	162	1	0.00	0	1	1.70	0	170	1	0	100	170
20180606	1731	12	6	0013	1_B1	1T	121	432	1	0.00	0	4	3.50	0	350	0	1	100	0
20180607	1037	13	1	0013	1_B1	1T	122	415	1	0.00	0	4	2.09	0	210	0	1	100	0
20180607	1102	13	2	0013	1_B1	1T	136	562	1	0.00	0	“Á•¥	0.69	0	70	0	1	100	0
20180607	1112	03	1	0013	1_B1	1T	134	123	1	0.00	0	1	1.00	0	100	1	0	100	100
20180607	1139	03	2	0013	1_B1	1T	112	132	1	0.00	0	1	1.89	0	190	1	0	100	190
20180607	1323	13	7	0013	1_B1	1T	114	231	1	0.00	0	2	2.90	0	290	0	1	100	0
20180607	1400	03	7	0013	1_B1	1T	114	213	1	0.00	0	2	3.00	0	300	0	1	100	0
20180606	1258	17	5	0013	1_B1	1T	142	352	1	0.00	0	3	10.50	0	1050	0	1	100	0
20180606	1303	05	5	0013	1_B1	1T	123	451	1	0.00	0	4	8.60	0	860	0	1	100	0
20180606	1328	17	6	0013	1_B1	1T	135	456	1	0.00	0	4	2.70	0	270	0	1	100	0
20180613	1429	05	8	0013	1_B1	1T	121	451	1	0.00	0	4	1.89	0	190	0	1	100	0
20180608	1101	02	1	0013	1_B1	1T	155	312	1	0.00	0	3	4.69	0	470	0	1	100	0
20180608	1122	21	6	0013	1_B1	1T	134	234	1	0.00	0	2	2.70	0	270	0	1	100	0
20180608	1132	06	1	0013	1_B1	1T	114	134	1	0.00	0	1	1.00	0	100	1	0	100	100
20180608	1152	02	3	0013	1_B1	1T	114	465	1	0.00	0	4	4.50	0	450	0	1	100	0
20180608	1154	21	7	0013	1_B1	1T	126	125	1	0.00	0	1	1.00	0	100	1	0	100	100
20180608	1158	06	2	0013	1_B1	1T	114	234	1	0.00	0	2	2.09	0	210	0	1	100	0
20180608	1202	08	3	0013	1_B1	1T	125	215	1	0.00	0	2	2.29	0	230	0	1	100	0
20180608	1354	06	6	0013	1_B1	1T	135	235	1	0.00	0	2	2.50	0	250	0	1	100	0
20180611	1543	15	2	0013	1_B1	1T	123	315	1	0.00	0	3	9.69	0	970	0	1	100	0
20180611	1637	15	4	0013	1_B1	1T	123	321	1	0.00	0	3	4.90	0	490	0	1	100	0
20180611	1732	15	6	0013	1_B1	1T	152	152	1	0.00	0	1	1.60	0	160	1	0	100	160
20180611	1859	15	9	0013	1_B1	1T	135	341	1	0.00	0	3	6.90	0	690	0	1	100	0
20180609	1105	11	2	0013	1_B1	1T	131	125	1	0.00	0	1	2.09	0	210	1	0	100	210
20180609	1118	23	6	0013	1_B1	1T	122	213	1	0.00	0	2	2.90	0	290	0	1	100	0
20180609	1148	23	7	0013	1_B1	1T	115	153	1	0.00	0	1	1.60	0	160	1	0	100	160
20180609	1250	23	9	0013	1_B1	1T	124	542	1	0.00	0	5	2.40	0	240	0	1	100	0
20180609	1259	14	2	0013	1_B1	1T	114	315	1	0.00	0	3	2.90	0	290	0	1	100	0
20180609	1325	23	10	0013	1_B1	1T	142	132	1	0.00	0	1	1.60	0	160	1	0	100	160
20180609	1518	11	10	0013	1_B1	1T	132	324	1	0.00	0	3	4.90	0	490	0	1	100	0
20180612	1251	10	9	0013	1_B1	1T	136	214	1	0.00	0	2	4.50	0	450	0	1	100	0
20180612	1254	09	6	0013	1_B1	1T	155	125	1	0.00	0	1	2.40	0	240	1	0	100	240
20180613	1207	05	3	0013	1_B1	1T	115	631	1	0.00	0	6	4.09	0	410	0	1	100	0
20180613	1235	05	4	0013	1_B1	1T	155	152	1	0.00	0	1	2.09	0	210	1	0	100	210
20180613	1303	05	5	0013	1_B1	1T	152	152	1	0.00	0	1	1.70	0	170	1	0	100	170
20180614	1122	21	6	0013	1_B1	1T	115	645	1	0.00	0	“Á•¥	0.69	0	70	0	1	100	0
20180614	1301	21	9	0013	1_B1	1T	124	236	1	0.00	0	2	3.20	0	320	0	1	100	0
20180616	1329	04	4	0013	1_B1	1T	114	324	1	0.00	0	3	3.20	0	320	0	1	100	0
20180615	1101	02	1	0013	1_B1	1T	124	462	1	0.00	0	4	4.09	0	410	0	1	100	0
20180615	1102	13	2	0013	1_B1	1T	113	153	1	0.00	0	1	2.09	0	210	1	0	100	210
20180615	1126	02	2	0013	1_B1	1T	146	425	1	0.00	0	4	1.00	0	100	0	1	100	0
20180615	1132	06	1	0013	1_B1	1T	152	215	1	0.00	0	2	13.00	0	1300	0	1	100	0
20180615	1134	08	2	0013	1_B1	1T	132	261	1	0.00	0	2	2.50	0	250	0	1	100	0
20180615	1153	13	4	0013	1_B1	1T	134	436	1	0.00	0	4	3.90	0	390	0	1	100	0
20180615	1158	06	2	0013	1_B1	1T	135	316	1	0.00	0	3	2.70	0	270	0	1	100	0
20180615	1728	07	6	0013	1_B1	1T	155	156	1	0.00	0	1	1.89	0	190	1	0	100	190
20180615	1225	06	3	0013	1_B1	1T	136	146	1	0.00	0	1	1.10	0	110	1	0	100	110
20180615	1340	24	3	0013	1_B1	1T	116	153	1	0.00	0	1	2.20	0	220	1	0	100	220
20180615	1354	06	6	0013	1_B1	1T	145	451	1	0.00	0	4	3.29	0	330	0	1	100	0
20180615	1425	06	7	0013	1_B1	1T	145	421	1	0.00	0	4	3.29	0	330	0	1	100	0
20180615	1517	12	1	0013	1_B1	1T	133	164	1	0.00	0	1	1.10	0	110	1	0	100	110
20180615	1518	07	1	0013	1_B1	1T	164	156	1	0.00	0	1	1.50	0	150	1	0	100	150
20180615	1543	07	2	0013	1_B1	1T	123	641	1	0.00	0	6	19.00	0	1900	0	1	100	0
20180615	1546	20	2	0013	1_B1	1T	132	314	1	0.00	0	3	12.30	0	1230	0	1	100	0
20180615	1607	24	7	0013	1_B1	1T	143	142	1	0.00	0	1	1.89	0	190	1	0	100	190
20180615	1635	07	4	0013	1_B1	1T	133	316	1	0.00	0	3	11.19	0	1120	0	1	100	0
20180615	1644	24	8	0013	1_B1	1T	134	156	1	0.00	0	1	1.70	0	170	1	0	100	170
20180615	1650	20	4	0013	1_B1	1T	146	314	1	0.00	0	3	7.30	0	730	0	1	100	0
20180615	1701	07	5	0013	1_B1	1T	164	564	1	0.00	0	5	5.30	0	530	0	1	100	0
20180616	1019	23	4	0013	1_B1	1T	132	413	1	0.00	0	4	5.30	0	530	0	1	100	0
20180616	1048	23	5	0013	1_B1	1T	132	624	1	0.00	0	6	4.80	0	480	0	1	100	0
20180616	1139	03	2	0013	1_B1	1T	112	142	1	0.00	0	1	1.10	0	110	1	0	100	110
20180616	1207	03	3	0013	1_B1	1T	134	412	1	0.00	0	4	6.19	0	620	0	1	100	0
20180616	1234	03	4	0013	1_B1	1T	123	125	1	0.00	0	1	2.40	0	240	1	0	100	240
20180616	1302	03	5	0013	1_B1	1T	135	241	1	0.00	0	2	3.00	0	300	0	1	100	0
20180616	1330	03	6	0013	1_B1	1T	145	426	1	0.00	0	4	1.89	0	190	0	1	100	0
20180616	1358	04	5	0013	1_B1	1T	166	346	1	0.00	0	3	3.00	0	300	0	1	100	0
20180616	1428	04	6	0013	1_B1	1T	135	315	1	0.00	0	3	1.79	0	180	0	1	100	0
20180618	1521	01	1	0013	1_B1	1T	142	145	1	0.00	0	1	2.50	0	250	1	0	100	250
20180617	1354	14	4	0013	1_B1	1T	123	425	1	0.00	0	4	11.19	0	1120	0	1	100	0
20180617	1502	14	6	0013	1_B1	1T	115	135	1	0.00	0	1	5.19	0	520	1	0	100	520
20180617	1610	14	8	0013	1_B1	1T	152	136	1	0.00	0	1	3.59	0	360	1	0	100	360
20180617	1714	14	10	0013	1_B1	1T	134	234	1	0.00	0	2	14.69	0	1470	0	1	100	0
20180618	1709	01	5	0013	1_B1	1T	125	421	1	0.00	0	4	2.20	0	220	0	1	100	0
20180621	1157	05	3	0013	1_B1	1T	155	135	1	0.00	0	1	3.50	0	350	1	0	100	350
20180620	1116	10	6	0013	1_B1	1T	126	126	1	0.00	0	1	2.90	0	290	1	0	100	290
20180620	1251	10	9	0013	1_B1	1T	124	342	1	0.00	0	3	16.79	0	1680	0	1	100	0
20180619	1114	22	2	0013	1_B1	1T	133	321	1	0.00	0	3	1.50	0	150	0	1	100	0
20180619	1126	09	3	0013	1_B1	1T	153	425	1	0.00	0	4	3.50	0	350	0	1	100	0
20180619	1209	22	4	0013	1_B1	1T	112	132	1	0.00	0	1	2.50	0	250	1	0	100	250
20180619	1225	09	5	0013	1_B1	1T	121	135	1	0.00	0	1	1.70	0	170	1	0	100	170
20180619	1307	22	6	0013	1_B1	1T	155	143	1	0.00	0	1	2.59	0	260	1	0	100	260
20180619	1440	22	9	0013	1_B1	1T	123	231	1	0.00	0	2	2.20	0	220	0	1	100	0
20180621	1132	11	3	0013	1_B1	1T	145	213	1	0.00	0	2	8.19	0	820	0	1	100	0
20180621	1200	11	4	0013	1_B1	1T	143	163	1	0.00	0	1	1.50	0	150	1	0	100	150
20180621	1225	05	4	0013	1_B1	1T	136	123	1	0.00	0	1	2.09	0	210	1	0	100	210
20180621	1321	05	6	0013	1_B1	1T	112	625	1	0.00	0	6	2.20	0	220	0	1	100	0
20180621	1338	11	7	0013	1_B1	1T	151	153	1	0.00	0	1	2.59	0	260	1	0	100	260
20180621	1444	11	9	0013	1_B1	1T	135	135	1	0.00	0	1	1.89	0	190	1	0	100	190
20180621	1632	19	4	0013	1_B1	1T	133	213	1	0.00	0	2	2.79	0	280	0	1	100	0
20180621	1732	19	6	0013	1_B1	1T	163	643	1	0.00	0	6	3.70	0	370	0	1	100	0
20180624	1519	20	1	0013	1_B1	1T	115	145	1	0.00	0	1	1.29	0	130	1	0	100	130
20180622	1122	06	1	0013	1_B1	1T	143	234	1	0.00	0	2	5.09	0	510	0	1	100	0
20180622	1148	06	2	0013	1_B1	1T	123	153	1	0.00	0	1	3.00	0	300	1	0	100	300
20180622	1154	21	7	0013	1_B1	1T	114	145	1	0.00	0	1	2.59	0	260	1	0	100	260
20180622	1215	06	3	0013	1_B1	1T	122	253	1	0.00	0	2	1.60	0	160	0	1	100	0
20180622	1301	21	9	0013	1_B1	1T	115	134	1	0.00	0	1	2.70	0	270	1	0	100	270
20180622	1314	06	5	0013	1_B1	1T	123	145	1	0.00	0	1	2.70	0	270	1	0	100	270
20180622	1345	06	6	0013	1_B1	1T	113	134	1	0.00	0	1	2.40	0	240	1	0	100	240
20180622	1516	12	1	0013	1_B1	1T	156	152	1	0.00	0	1	1.50	0	150	1	0	100	150
20180622	1522	06	9	0013	1_B1	1T	112	134	1	0.00	0	1	2.50	0	250	1	0	100	250
20180622	1723	12	6	0013	1_B1	1T	134	351	1	0.00	0	3	2.00	0	200	0	1	100	0
20180623	1108	08	1	0013	1_B1	1T	125	412	1	0.00	0	4	17.50	0	1750	0	1	100	0
20180623	1202	08	3	0013	1_B1	1T	151	165	1	0.00	0	1	2.40	0	240	1	0	100	240
20180623	1404	08	7	0013	1_B1	1T	162	614	1	0.00	0	6	5.00	0	500	0	1	100	0
20180624	1618	20	3	0013	1_B1	1T	121	365	1	0.00	0	3	5.80	0	580	0	1	100	0
20180624	1637	15	4	0013	1_B1	1T	136	163	1	0.00	0	1	1.60	0	160	1	0	100	160
20180624	1650	20	4	0013	1_B1	1T	142	143	1	0.00	0	1	1.29	0	130	1	0	100	130
20180624	1734	15	6	0013	1_B1	1T	122	213	1	0.00	0	2	3.29	0	330	0	1	100	0
20180624	1900	15	9	0013	1_B1	1T	134	123	1	0.00	0	1	1.39	0	140	1	0	100	140
20180625	1328	17	6	0013	1_B1	1T	124	321	1	0.00	0	3	5.59	0	560	0	1	100	0
20180625	1354	14	4	0013	1_B1	1T	135	315	1	0.00	0	3	3.70	0	370	0	1	100	0
20180625	1607	24	7	0013	1_B1	1T	126	135	1	0.00	0	1	1.50	0	150	1	0	100	150
20180625	1644	24	8	0013	1_B1	1T	124	142	1	0.00	0	1	1.89	0	190	1	0	100	190
20180625	1129	17	2	0013	1_B1	1T	114	123	1	0.00	0	1	1.29	0	130	1	0	100	130
20180625	1644	14	9	0013	1_B1	1T	122	132	1	0.00	0	1	2.40	0	240	1	0	100	240
20180625	1744	24	10	0013	1_B1	1T	122	134	1	0.00	0	1	1.39	0	140	1	0	100	140
20180626	1206	03	3	0013	1_B1	1T	141	416	1	0.00	0	4	1.50	0	150	0	1	100	0
20180626	1208	04	1	0013	1_B1	1T	122	312	1	0.00	0	3	3.90	0	390	0	1	100	0
20180626	1330	03	6	0013	1_B1	1T	124	216	1	0.00	0	2	3.20	0	320	0	1	100	0
20180626	1358	04	5	0013	1_B1	1T	124	142	1	0.00	0	1	4.50	0	450	1	0	100	450
20180626	1359	03	7	0013	1_B1	1T	164	146	1	0.00	0	1	1.29	0	130	1	0	100	130
20180626	1459	04	7	0013	1_B1	1T	126	216	1	0.00	0	2	3.09	0	310	0	1	100	0
20180626	1530	04	8	0013	1_B1	1T	144	412	1	0.00	0	4	2.79	0	280	0	1	100	0
20180627	1548	01	2	0013	1_B1	1T	116	321	1	0.00	0	3	2.40	0	240	0	1	100	0
20180626	1118	23	6	0013	1_B1	1T	124	432	1	0.00	0	4	7.59	0	760	0	1	100	0
20180626	1148	23	7	0013	1_B1	1T	155	325	1	0.00	0	3	8.10	0	810	0	1	100	0
20180627	1806	01	7	0013	1_B1	1T	124	213	1	0.00	0	2	1.60	0	160	0	1	100	0
20180628	1609	07	3	0013	1_B1	1T	123	213	1	0.00	0	2	15.69	0	1570	0	1	100	0
20180628	1635	07	4	0013	1_B1	1T	146	142	1	0.00	0	1	2.50	0	250	1	0	100	250
20180628	1752	19	6	0013	1_B1	1T	135	215	1	0.00	0	2	8.69	0	870	0	1	100	0
20180629	1140	05	2	0013	1_B1	1T	163	431	1	0.00	0	4	7.90	0	790	0	1	100	0
20180628	1101	09	2	0013	1_B1	1T	125	134	1	0.00	0	1	1.20	0	120	1	0	100	120
20180628	1159	09	4	0013	1_B1	1T	152	123	1	0.00	0	1	9.30	0	930	1	0	100	930
20180628	1232	09	5	0013	1_B1	1T	134	126	1	0.00	0	1	1.10	0	110	1	0	100	110
20180628	1305	09	6	0013	1_B1	1T	113	132	1	0.00	0	1	2.50	0	250	1	0	100	250
20180628	1517	19	1	0013	1_B1	1T	132	321	1	0.00	0	3	2.90	0	290	0	1	100	0
20180628	1518	07	1	0013	1_B1	1T	114	134	1	0.00	0	1	1.20	0	120	1	0	100	120
20180628	1543	07	2	0013	1_B1	1T	124	124	1	0.00	0	1	1.70	0	170	1	0	100	170
20180628	1547	19	2	0013	1_B1	1T	136	163	1	0.00	0	1	3.79	0	380	1	0	100	380
20180629	1207	05	3	0013	1_B1	1T	116	412	1	0.00	0	4	3.70	0	370	0	1	100	0
20180629	1247	02	5	0013	1_B1	1T	143	132	1	0.00	0	1	2.70	0	270	1	0	100	270
20180629	1316	02	6	0013	1_B1	1T	123	425	1	0.00	0	4	19.89	0	1990	0	1	100	0
20180629	1416	02	8	0013	1_B1	1T	154	321	1	0.00	0	3	7.69	0	770	0	1	100	0
20180630	1122	21	6	0013	1_B1	1T	116	562	1	0.00	0	5	25.00	0	2500	0	1	100	0
20180630	1132	06	1	0013	1_B1	1T	113	136	1	0.00	0	1	2.00	0	200	1	0	100	200
20180630	1154	21	7	0013	1_B1	1T	135	412	1	0.00	0	4	7.00	0	700	0	1	100	0
20180630	1158	06	2	0013	1_B1	1T	123	123	1	0.00	0	1	3.09	0	310	1	0	100	310
20180630	1202	08	3	0013	1_B1	1T	154	125	1	0.00	0	1	3.20	0	320	1	0	100	320
20180630	1225	06	3	0013	1_B1	1T	126	213	1	0.00	0	2	3.20	0	320	0	1	100	0
20180630	1301	21	9	0013	1_B1	1T	146	523	1	0.00	0	5	1.50	0	150	0	1	100	0
20180630	1519	20	1	0013	1_B1	1T	123	123	1	0.00	0	1	1.00	0	100	1	0	100	100
20180630	1546	20	2	0013	1_B1	1T	124	245	1	0.00	0	2	4.59	0	460	0	1	100	0
20180630	1618	20	3	0013	1_B1	1T	123	513	1	0.00	0	5	11.30	0	1130	0	1	100	0
20180630	1650	20	4	0013	1_B1	1T	153	316	1	0.00	0	3	3.70	0	370	0	1	100	0
20180630	1745	20	6	0013	1_B1	1T	143	143	1	0.00	0	1	1.39	0	140	1	0	100	140
20180703	1154	18	7	0013	1_B1	1T	143	314	1	0.00	0	3	1.70	0	170	0	1	100	0
20180701	1610	14	8	0013	1_B1	1T	133	352	1	0.00	0	3	1.89	0	190	0	1	100	0
20180701	1644	14	9	0013	1_B1	1T	125	213	1	0.00	0	2	2.09	0	210	0	1	100	0
20180701	1644	24	8	0013	1_B1	1T	144	124	1	0.00	0	1	1.70	0	170	1	0	100	170
20180701	1716	14	10	0013	1_B1	1T	131	315	1	0.00	0	3	2.70	0	270	0	1	100	0
20180701	1105	11	2	0013	1_B1	1T	126	356	1	0.00	0	3	6.59	0	660	0	1	100	0
20180701	1132	11	3	0013	1_B1	1T	115	135	1	0.00	0	1	6.90	0	690	1	0	100	690
20180701	1200	11	4	0013	1_B1	1T	163	624	1	0.00	0	6	2.00	0	200	0	1	100	0
20180701	1354	14	4	0013	1_B1	1T	155	426	1	0.00	0	4	8.69	0	870	0	1	100	0
20180701	1536	14	7	0013	1_B1	1T	124	234	1	0.00	0	2	1.70	0	170	0	1	100	0
20180701	1607	24	7	0013	1_B1	1T	135	325	1	0.00	0	3	1.89	0	190	0	1	100	0
20180703	1258	18	9	0013	1_B1	1T	126	316	1	0.00	0	3	4.00	0	400	0	1	100	0
20180703	1332	18	10	0013	1_B1	1T	124	432	1	0.00	0	4	7.80	0	780	0	1	100	0
20180704	1157	17	3	0013	1_B1	1T	122	143	1	0.00	0	1	3.00	0	300	1	0	100	300
20180704	1459	04	7	0013	1_B1	1T	112	416	1	0.00	0	4	14.60	0	1460	0	1	100	0
20180704	1548	01	2	0013	1_B1	1T	123	154	1	0.00	0	1	3.09	0	310	1	0	100	310
20180704	1605	12	3	0013	1_B1	1T	141	314	1	0.00	0	3	1.10	0	110	0	1	100	0
20180704	1642	01	4	0013	1_B1	1T	136	354	1	0.00	0	3	1.79	0	180	0	1	100	0
20180704	1659	12	5	0013	1_B1	1T	126	362	1	0.00	0	3	3.20	0	320	0	1	100	0
20180704	1328	17	6	0013	1_B1	1T	144	245	1	0.00	0	2	3.59	0	360	0	1	100	0
20180704	1358	04	5	0013	1_B1	1T	124	312	1	0.00	0	3	2.70	0	270	0	1	100	0
20180705	1204	05	3	0013	1_B1	1T	132	245	1	0.00	0	2	1.00	0	100	0	1	100	0
20180705	1232	05	4	0013	1_B1	1T	132	256	1	0.00	0	2	6.69	0	670	0	1	100	0
20180705	1328	05	6	0013	1_B1	1T	124	542	1	0.00	0	5	3.50	0	350	0	1	100	0
20180705	1357	05	7	0013	1_B1	1T	133	136	1	0.00	0	1	3.29	0	330	1	0	100	330
20180705	1427	05	8	0013	1_B1	1T	144	142	1	0.00	0	1	2.50	0	250	1	0	100	250
20180706	1518	07	1	0013	1_B1	1T	112	324	1	0.00	0	3	7.19	0	720	0	1	100	0
20180706	1635	07	4	0013	1_B1	1T	143	154	1	0.00	0	1	2.50	0	250	1	0	100	250
20180706	1640	15	4	0013	1_B1	1T	156	356	1	0.00	0	3	1.79	0	180	0	1	100	0
20180706	1701	07	5	0013	1_B1	1T	145	154	1	0.00	0	1	4.50	0	450	1	0	100	450
20180706	1728	07	6	0013	1_B1	1T	125	152	1	0.00	0	1	11.60	0	1160	1	0	100	1160
20180706	1736	15	6	0013	1_B1	1T	126	214	1	0.00	0	2	12.00	0	1200	0	1	100	0
20180706	1543	07	2	0013	1_B1	1T	123	653	1	0.00	0	6	9.39	0	940	0	1	100	0
20180706	1544	15	2	0013	1_B1	1T	141	146	1	0.00	0	1	1.50	0	150	1	0	100	150
20180706	1609	07	3	0013	1_B1	1T	132	213	1	0.00	0	2	1.70	0	170	0	1	100	0
20180711	1053	16	2	0013	1_B1	1T	125	134	1	0.00	0	1	2.29	0	230	1	0	100	230
