05	1315	4	14	43	10	7200	23.26	167.44	2900	0.02
05	1315	5	12	38	12	4710	31.58	123.95	910	0.01
05	1315	9	13	26	10	2850	38.46	109.62	250	0.01
05	1315	10	13	23	12	3380	52.17	146.96	1080	0.01
05	1412	8	14	20	8	2750	40.00	137.50	750	0.01
05	1412	10	12	21	10	2990	47.62	142.38	890	0.01
05	1414	3	16	152	10	16660	6.58	109.61	1460	0.06
05	1414	3	45	152	14	17440	9.21	114.74	2240	0.06
05	1414	4	15	154	19	21560	12.34	140.00	6160	0.06
05	1414	6	15	122	10	12660	8.20	103.77	460	0.05
05	1414	7	34	118	12	20150	10.17	170.76	8350	0.05
05	1414	8	15	90	8	10590	8.89	117.67	1590	0.04
05	1414	8	34	90	8	11250	8.89	125.00	2250	0.04
05	1414	9	12	86	25	12920	29.07	150.23	4320	0.03
05	1414	9	46	86	8	10520	9.30	122.33	1920	0.03
05	1414	10	24	72	8	8090	11.11	112.36	890	0.03
05	1415	1	12	29	14	5840	48.28	201.38	2940	0.01
05	1415	2	15	36	8	5630	22.22	156.39	2030	0.01
05	1441	1	13	38	10	8210	26.32	216.05	4410	0.01
05	1441	2	12	37	8	4050	21.62	109.46	350	0.01
05	1441	2	14	37	12	4540	32.43	122.70	840	0.01
05	1441	3	12	48	11	5730	22.92	119.38	930	0.02
05	1515	2	12	53	13	6830	24.53	128.87	1530	0.02
05	1515	2	14	53	9	7230	16.98	136.42	1930	0.02
05	1515	4	14	41	9	7900	21.95	192.68	3800	0.02
05	1515	5	15	43	15	4920	34.88	114.42	620	0.02
05	1515	6	15	53	21	5890	39.62	111.13	590	0.02
05	1515	7	14	51	11	9210	21.57	180.59	4110	0.02
05	1515	7	15	51	16	5440	31.37	106.67	340	0.02
05	1515	10	15	28	11	3410	39.29	121.79	610	0.01
05	1551	2	15	25	8	3120	32.00	124.80	620	0.01
05	1551	5	13	29	8	6850	27.59	236.21	3950	0.01
05	1616	8	16	29	13	3970	44.83	136.90	1070	0.01
05	2121	4	12	41	21	5530	51.22	134.88	1430	0.02
05	2121	7	12	41	23	5830	56.10	142.20	1730	0.02
05	2125	5	12	24	10	3400	41.67	141.67	1000	0.01
05	2125	6	12	22	8	2700	36.36	122.73	500	0.01
05	2125	7	12	21	10	2870	47.62	136.67	770	0.01
05	2125	10	12	12	8	2540	66.67	211.67	1340	0.00
